team_nombre,team_num,opponent_nombre,opponent_num,Resultado
Manchester City,15,Wolves,34,0
Manchester City,15,Leicester City,12,2
Manchester City,15,Leeds United,11,1
Manchester City,15,Arsenal,0,0
Manchester City,15,West Ham,31,1
Manchester City,15,Sheffield Utd,24,0
Manchester City,15,Liverpool,13,1
Manchester City,15,Tottenham,26,2
Manchester City,15,Burnley,6,0
Manchester City,15,Fulham,10,0
Manchester City,15,Manchester Utd,17,1
Manchester City,15,West Brom,29,1
Manchester City,15,Southampton,25,0
Manchester City,15,Newcastle Utd,19,0
Manchester City,15,Chelsea,7,0
Manchester City,15,Brighton,4,0
Manchester City,15,Crystal Palace,8,0
Manchester City,15,Aston Villa,1,0
Manchester City,15,West Brom,29,0
Manchester City,15,Sheffield Utd,24,0
Manchester City,15,Burnley,6,0
Manchester City,15,Liverpool,13,0
Manchester City,15,Tottenham,26,0
Manchester City,15,Everton,9,0
Manchester City,15,Arsenal,0,0
Manchester City,15,West Ham,31,0
Manchester City,15,Wolves,34,0
Manchester City,15,Manchester Utd,17,2
Manchester City,15,Southampton,25,0
Manchester City,15,Fulham,10,0
Manchester City,15,Leicester City,12,0
Manchester City,15,Leeds United,11,2
Manchester City,15,Aston Villa,1,0
Manchester City,15,Crystal Palace,8,0
Manchester City,15,Chelsea,7,2
Manchester City,15,Newcastle Utd,19,0
Manchester City,15,Brighton,4,2
Manchester City,15,Everton,9,0
Manchester United,16,Crystal Palace,8,2
Manchester United,16,Brighton,4,0
Manchester United,16,Tottenham,26,2
Manchester United,16,Newcastle Utd,19,0
Manchester United,16,Chelsea,7,1
Manchester United,16,Arsenal,0,2
Manchester United,16,Everton,9,0
Manchester United,16,West Brom,29,0
Manchester United,16,Southampton,25,0
Manchester United,16,West Ham,31,0
Manchester United,16,Manchester City,15,1
Manchester United,16,Sheffield Utd,24,0
Manchester United,16,Leeds United,11,0
Manchester United,16,Leicester City,12,1
Manchester United,16,Wolves,34,0
Manchester United,16,Aston Villa,1,0
Manchester United,16,Burnley,6,0
Manchester United,16,Liverpool,13,1
Manchester United,16,Fulham,10,0
Manchester United,16,Sheffield Utd,24,2
Manchester United,16,Arsenal,0,1
Manchester United,16,Southampton,25,0
Manchester United,16,Everton,9,1
Manchester United,16,West Brom,29,1
Manchester United,16,Newcastle Utd,19,0
Manchester United,16,Chelsea,7,1
Manchester United,16,Crystal Palace,8,1
Manchester United,16,Manchester City,15,0
Manchester United,16,West Ham,31,0
Manchester United,16,Brighton,4,0
Manchester United,16,Tottenham,26,0
Manchester United,16,Burnley,6,0
Manchester United,16,Leeds United,11,1
Manchester United,16,Aston Villa,1,0
Manchester United,16,Leicester City,12,2
Manchester United,16,Liverpool,13,2
Manchester United,16,Fulham,10,1
Manchester United,16,Wolves,34,0
Liverpool,13,Leeds United,11,0
Liverpool,13,Chelsea,7,0
Liverpool,13,Arsenal,0,0
Liverpool,13,Aston Villa,1,2
Liverpool,13,Everton,9,1
Liverpool,13,Sheffield Utd,24,0
Liverpool,13,West Ham,31,0
Liverpool,13,Manchester City,15,1
Liverpool,13,Leicester City,12,0
Liverpool,13,Brighton,4,1
Liverpool,13,Wolves,34,0
Liverpool,13,Fulham,10,1
Liverpool,13,Tottenham,26,0
Liverpool,13,Crystal Palace,8,0
Liverpool,13,West Brom,29,1
Liverpool,13,Newcastle Utd,19,1
Liverpool,13,Southampton,25,2
Liverpool,13,Manchester Utd,17,1
Liverpool,13,Burnley,6,2
Liverpool,13,Tottenham,26,0
Liverpool,13,West Ham,31,0
Liverpool,13,Brighton,4,2
Liverpool,13,Manchester City,15,2
Liverpool,13,Leicester City,12,2
Liverpool,13,Everton,9,2
Liverpool,13,Sheffield Utd,24,0
Liverpool,13,Chelsea,7,2
Liverpool,13,Fulham,10,2
Liverpool,13,Wolves,34,0
Liverpool,13,Arsenal,0,0
Liverpool,13,Aston Villa,1,0
Liverpool,13,Leeds United,11,1
Liverpool,13,Newcastle Utd,19,1
Liverpool,13,Southampton,25,0
Liverpool,13,Manchester Utd,17,0
Liverpool,13,West Brom,29,0
Liverpool,13,Burnley,6,0
Liverpool,13,Crystal Palace,8,0
Chelsea,7,Brighton,4,0
Chelsea,7,Liverpool,13,2
Chelsea,7,West Brom,29,1
Chelsea,7,Crystal Palace,8,0
Chelsea,7,Southampton,25,1
Chelsea,7,Manchester Utd,17,1
Chelsea,7,Burnley,6,0
Chelsea,7,Sheffield Utd,24,0
Chelsea,7,Newcastle Utd,19,0
Chelsea,7,Tottenham,26,1
Chelsea,7,Leeds United,11,0
Chelsea,7,Everton,9,2
Chelsea,7,Wolves,34,2
Chelsea,7,West Ham,31,0
Chelsea,7,Arsenal,0,2
Chelsea,7,Aston Villa,1,1
Chelsea,7,Manchester City,15,2
Chelsea,7,Fulham,10,0
Chelsea,7,Leicester City,12,2
Chelsea,7,Wolves,34,1
Chelsea,7,Burnley,6,0
Chelsea,7,Tottenham,26,0
Chelsea,7,Sheffield Utd,24,0
Chelsea,7,Newcastle Utd,19,0
Chelsea,7,Southampton,25,1
Chelsea,7,Manchester Utd,17,1
Chelsea,7,Liverpool,13,0
Chelsea,7,Everton,9,0
Chelsea,7,Leeds United,11,1
Chelsea,7,West Brom,29,2
Chelsea,7,Crystal Palace,8,0
Chelsea,7,Brighton,4,1
Chelsea,7,West Ham,31,0
Chelsea,7,Fulham,10,0
Chelsea,7,Manchester City,15,0
Chelsea,7,Arsenal,0,2
Chelsea,7,Leicester City,12,0
Chelsea,7,Aston Villa,1,2
Leicester City,12,West Brom,29,0
Leicester City,12,Burnley,6,0
Leicester City,12,Manchester City,15,0
Leicester City,12,West Ham,31,2
Leicester City,12,Aston Villa,1,2
Leicester City,12,Arsenal,0,0
Leicester City,12,Leeds United,11,0
Leicester City,12,Wolves,34,0
Leicester City,12,Liverpool,13,2
Leicester City,12,Fulham,10,2
Leicester City,12,Sheffield Utd,24,0
Leicester City,12,Brighton,4,0
Leicester City,12,Everton,9,2
Leicester City,12,Tottenham,26,0
Leicester City,12,Manchester Utd,17,1
Leicester City,12,Crystal Palace,8,1
Leicester City,12,Newcastle Utd,19,0
Leicester City,12,Southampton,25,0
Leicester City,12,Chelsea,7,0
Leicester City,12,Everton,9,1
Leicester City,12,Leeds United,11,2
Leicester City,12,Fulham,10,0
Leicester City,12,Wolves,34,1
Leicester City,12,Liverpool,13,0
Leicester City,12,Aston Villa,1,0
Leicester City,12,Arsenal,0,2
Leicester City,12,Burnley,6,1
Leicester City,12,Brighton,4,0
Leicester City,12,Sheffield Utd,24,0
Leicester City,12,Manchester City,15,2
Leicester City,12,West Ham,31,2
Leicester City,12,West Brom,29,0
Leicester City,12,Crystal Palace,8,0
Leicester City,12,Southampton,25,1
Leicester City,12,Newcastle Utd,19,2
Leicester City,12,Manchester Utd,17,0
Leicester City,12,Chelsea,7,2
Leicester City,12,Tottenham,26,2
West Ham United,32,Newcastle Utd,19,2
West Ham United,32,Arsenal,0,2
West Ham United,32,Wolves,34,0
West Ham United,32,Leicester City,12,0
West Ham United,32,Tottenham,26,1
West Ham United,32,Manchester City,15,1
West Ham United,32,Liverpool,13,2
West Ham United,32,Fulham,10,0
West Ham United,32,Sheffield Utd,24,0
West Ham United,32,Aston Villa,1,0
West Ham United,32,Manchester Utd,17,2
West Ham United,32,Leeds United,11,0
West Ham United,32,Crystal Palace,8,1
West Ham United,32,Chelsea,7,2
West Ham United,32,Brighton,4,1
West Ham United,32,Southampton,25,1
West Ham United,32,Everton,9,0
West Ham United,32,Burnley,6,0
West Ham United,32,West Brom,29,0
West Ham United,32,Crystal Palace,8,0
West Ham United,32,Liverpool,13,2
West Ham United,32,Aston Villa,1,0
West Ham United,32,Fulham,10,1
West Ham United,32,Sheffield Utd,24,0
West Ham United,32,Tottenham,26,0
West Ham United,32,Manchester City,15,2
West Ham United,32,Leeds United,11,0
West Ham United,32,Manchester Utd,17,2
West Ham United,32,Arsenal,0,1
West Ham United,32,Wolves,34,0
West Ham United,32,Leicester City,12,0
West Ham United,32,Newcastle Utd,19,2
West Ham United,32,Chelsea,7,2
West Ham United,32,Burnley,6,0
West Ham United,32,Everton,9,2
West Ham United,32,Brighton,4,1
West Ham United,32,West Brom,29,0
West Ham United,32,Southampton,25,0
Tottenham Hotspur,27,Everton,9,2
Tottenham Hotspur,27,Southampton,25,0
Tottenham Hotspur,27,Newcastle Utd,19,1
Tottenham Hotspur,27,Manchester Utd,17,0
Tottenham Hotspur,27,West Ham,31,1
Tottenham Hotspur,27,Burnley,6,0
Tottenham Hotspur,27,Brighton,4,0
Tottenham Hotspur,27,West Brom,29,0
Tottenham Hotspur,27,Manchester City,15,0
Tottenham Hotspur,27,Chelsea,7,1
Tottenham Hotspur,27,Arsenal,0,0
Tottenham Hotspur,27,Crystal Palace,8,1
Tottenham Hotspur,27,Liverpool,13,2
Tottenham Hotspur,27,Leicester City,12,2
Tottenham Hotspur,27,Wolves,34,1
Tottenham Hotspur,27,Leeds United,11,0
Tottenham Hotspur,27,Fulham,10,1
Tottenham Hotspur,27,Sheffield Utd,24,0
Tottenham Hotspur,27,Liverpool,13,2
Tottenham Hotspur,27,Brighton,4,2
Tottenham Hotspur,27,Chelsea,7,2
Tottenham Hotspur,27,West Brom,29,0
Tottenham Hotspur,27,Manchester City,15,2
Tottenham Hotspur,27,West Ham,31,2
Tottenham Hotspur,27,Burnley,6,0
Tottenham Hotspur,27,Fulham,10,0
Tottenham Hotspur,27,Crystal Palace,8,0
Tottenham Hotspur,27,Arsenal,0,2
Tottenham Hotspur,27,Aston Villa,1,0
Tottenham Hotspur,27,Newcastle Utd,19,1
Tottenham Hotspur,27,Manchester Utd,17,2
Tottenham Hotspur,27,Everton,9,1
Tottenham Hotspur,27,Southampton,25,0
Tottenham Hotspur,27,Sheffield Utd,24,0
Tottenham Hotspur,27,Leeds United,11,2
Tottenham Hotspur,27,Wolves,34,0
Tottenham Hotspur,27,Aston Villa,1,2
Tottenham Hotspur,27,Leicester City,12,0
Arsenal,0,Fulham,10,0
Arsenal,0,West Ham,31,0
Arsenal,0,Liverpool,13,2
Arsenal,0,Sheffield Utd,24,0
Arsenal,0,Manchester City,15,2
Arsenal,0,Leicester City,12,2
Arsenal,0,Manchester Utd,17,0
Arsenal,0,Aston Villa,1,2
Arsenal,0,Leeds United,11,1
Arsenal,0,Wolves,34,2
Arsenal,0,Tottenham,26,2
Arsenal,0,Burnley,6,2
Arsenal,0,Southampton,25,1
Arsenal,0,Everton,9,2
Arsenal,0,Chelsea,7,0
Arsenal,0,Brighton,4,0
Arsenal,0,West Brom,29,0
Arsenal,0,Crystal Palace,8,1
Arsenal,0,Newcastle Utd,19,0
Arsenal,0,Southampton,25,0
Arsenal,0,Manchester Utd,17,1
Arsenal,0,Wolves,34,2
Arsenal,0,Aston Villa,1,2
Arsenal,0,Leeds United,11,0
Arsenal,0,Manchester City,15,2
Arsenal,0,Leicester City,12,0
Arsenal,0,Burnley,6,1
Arsenal,0,Tottenham,26,0
Arsenal,0,West Ham,31,1
Arsenal,0,Liverpool,13,2
Arsenal,0,Sheffield Utd,24,0
Arsenal,0,Fulham,10,1
Arsenal,0,Everton,9,2
Arsenal,0,Newcastle Utd,19,0
Arsenal,0,West Brom,29,0
Arsenal,0,Chelsea,7,0
Arsenal,0,Crystal Palace,8,0
Arsenal,0,Brighton,4,0
Leeds United,11,Liverpool,13,2
Leeds United,11,Fulham,10,0
Leeds United,11,Sheffield Utd,24,0
Leeds United,11,Manchester City,15,1
Leeds United,11,Wolves,34,2
Leeds United,11,Aston Villa,1,0
Leeds United,11,Leicester City,12,2
Leeds United,11,Crystal Palace,8,2
Leeds United,11,Arsenal,0,1
Leeds United,11,Everton,9,0
Leeds United,11,Chelsea,7,2
Leeds United,11,West Ham,31,2
Leeds United,11,Newcastle Utd,19,0
Leeds United,11,Manchester Utd,17,2
Leeds United,11,Burnley,6,0
Leeds United,11,West Brom,29,0
Leeds United,11,Tottenham,26,2
Leeds United,11,Brighton,4,2
Leeds United,11,Newcastle Utd,19,0
Leeds United,11,Leicester City,12,0
Leeds United,11,Everton,9,2
Leeds United,11,Crystal Palace,8,0
Leeds United,11,Arsenal,0,2
Leeds United,11,Wolves,34,2
Leeds United,11,Southampton,25,0
Leeds United,11,Aston Villa,1,2
Leeds United,11,West Ham,31,2
Leeds United,11,Chelsea,7,1
Leeds United,11,Fulham,10,0
Leeds United,11,Sheffield Utd,24,0
Leeds United,11,Manchester City,15,0
Leeds United,11,Liverpool,13,1
Leeds United,11,Manchester Utd,17,1
Leeds United,11,Brighton,4,2
Leeds United,11,Tottenham,26,0
Leeds United,11,Burnley,6,0
Leeds United,11,Southampton,25,0
Leeds United,11,West Brom,29,0
Everton,9,Tottenham,26,0
Everton,9,West Brom,29,0
Everton,9,Crystal Palace,8,0
Everton,9,Brighton,4,0
Everton,9,Liverpool,13,1
Everton,9,Southampton,25,2
Everton,9,Newcastle Utd,19,2
Everton,9,Manchester Utd,17,2
Everton,9,Fulham,10,0
Everton,9,Leeds United,11,2
Everton,9,Burnley,6,1
Everton,9,Chelsea,7,0
Everton,9,Leicester City,12,0
Everton,9,Arsenal,0,0
Everton,9,Sheffield Utd,24,0
Everton,9,West Ham,31,2
Everton,9,Wolves,34,0
Everton,9,Leicester City,12,1
Everton,9,Newcastle Utd,19,2
Everton,9,Leeds United,11,0
Everton,9,Manchester Utd,17,1
Everton,9,Fulham,10,2
Everton,9,Manchester City,15,2
Everton,9,Liverpool,13,0
Everton,9,Southampton,25,0
Everton,9,West Brom,29,0
Everton,9,Chelsea,7,2
Everton,9,Burnley,6,2
Everton,9,Crystal Palace,8,1
Everton,9,Brighton,4,1
Everton,9,Tottenham,26,1
Everton,9,Arsenal,0,0
Everton,9,Aston Villa,1,2
Everton,9,West Ham,31,0
Everton,9,Aston Villa,1,1
Everton,9,Sheffield Utd,24,2
Everton,9,Wolves,34,0
Everton,9,Manchester City,15,2
Aston Villa,1,Sheffield Utd,24,0
Aston Villa,1,Fulham,10,0
Aston Villa,1,Liverpool,13,0
Aston Villa,1,Leicester City,12,0
Aston Villa,1,Leeds United,11,2
Aston Villa,1,Southampton,25,2
Aston Villa,1,Arsenal,0,0
Aston Villa,1,Brighton,4,2
Aston Villa,1,West Ham,31,2
Aston Villa,1,Wolves,34,0
Aston Villa,1,Burnley,6,1
Aston Villa,1,West Brom,29,0
Aston Villa,1,Crystal Palace,8,0
Aston Villa,1,Chelsea,7,1
